Category,Message
0,"At my Technology Investing advisory, we reap HUGE GAINS from the opportunities other investors miss.
OUR SECRET WEAPON?
A laser-like focus on All-Tech, All-the-Time.
You see, most investment advisors pride themselves on a broad reach across dozens of industries.
They claim that gives you more opportunities to profit.
But that's JUST BALONEY.
There's no way one individual -- or even a substantial team -- can spread
"
0,"Enclosed is the copy of the TP list with the updated fields we would like to have completed.
Let's meet today around 3:00 if possible to fill in the commercial leads.
It is also located at M:\Eprojects\UBS_Start_Up\Pwr_Impl_Plan    Debra
"
1,"All of the light bulbs were taken out of the arches on Rampart this evening.
Other arches have missing bulbs.
Please keep your eyes open and report vandalism to the League City Police Department.
Believe me, I know that the police have other things to do, but these young people will be into other things when there are not bulbs to take.
This evening three young gentlemen were seen and the police were called.
.
The police will be patrolling and your neighbors are out watching also.
The neighborhood looks wonderful and, if you have not driven other areas, CCV is by far the best in this area.
Please let emial me or call Rusty or other board memebers when you have a problem.
The board is doing a great job of staying on top of things.
Have a happy holiday and stay safe.
Mary G. Strickland
"
0,"It appears that our vandals were just in the area and happened to be attracted by the lights.
In my haste to get the email out and go ride the neighborhood, I said Rampart and I meant Royal.
The young gentlemen were seen walking and thanks to the quick action of several people, they were talked to by A big thank you to LCPD again for their support and patrols .
"
0,"Kevin asked that one scheduler work on Monday to field any scheduling questions that might come up.
I was the lucky candidate.
Please put me on the payroll list w/ the other  Hourly guys that had to work on the Company holiday.
Thanks, Pat
"
1,"Kathy,  We are requesting three new numbers for UBS Warburg Energy to replace the (soon to be) Enron Estate numbers.
1)  We will need two (2) toll free numbers.
If possible, a 927 (WAR) or 827 (UBS) prefix and sequential numbers is desired.
For example, our search showed 1-866-927-1401 and 1-866-927-1402 are available.
2)  Also, we need a local number for a dedicated fax line.
Please contact TJae Black, Lloyd Will or me for any further information you may need.
Thanks,
"
0,"Your mailbox has exceeded one or more size limits set by your administrator.
Your mailbox size is 112696 KB.
Mailbox size limits: 	You will receive a warning when your mailbox reaches 75000 KB.
You cannot send mail when your mailbox reaches 100000 KB.You may not be able to send or receive new mail until you reduce your mailbox size.
To make more space available, delete any items that you are no longer using or move them to your personal folder file (.pst).
Items in all of your mailbox folders including the Deleted Items and Sent Items folders count against your size limit.
You must empty the Deleted Items folder after deleting items or the space will not be freed.
See client Help for more information.
"
1,"Don,   I have been working with Jeanie Slone on trying to resolve the holiday and overtime payment issues that we have been having with regard to your staff not being properly paid for their overtime and holiday work from Thanksgiving forward.
Unfortunately, I was just told that we can no longer pay any ""incentive pay"" to previous or current employees as per our bankruptcy lawyers, and at there may be problems because they are ""exempt"" employees who are typically not paid overtime.
However, I assure you that we are working to try and resolve this matter as soon as possible, and I will follow-up with you as soon as I have further clarification from the attorney's.
If you have any other questions, please call me on Amy Fitzpatrick's number (I am sitting at her desk today) at X52729.
Thanks,
"
0,"You have received this message because someone has attempted to send you an e-mail from outside of Enron with an attachment type that Enron does not allow into our messaging environment.
Your e-mail has been quarantined and is being held at the MailSweeper server.
Sender:
"
0,"Your mailbox has exceeded one or more size limits set by your administrator.
Your mailbox size is 112845 KB.
Mailbox size limits: 	You will receive a warning when your mailbox reaches 75000 KB.
You cannot send mail when your mailbox reaches 100000 KB.You may not be able to send or receive new mail until you reduce your mailbox size.
To make more space available, delete any items that you are no longer using or move them to your personal folder file (.pst).
Items in all of your mailbox folders including the Deleted Items and Sent Items folders count against your size limit.
You must empty the Deleted Items folder after deleting items or the space will not be freed.
See client Help for more information.
"
0,"Please see attached message with regard to the planned control rod adjustment on Monday, December 31, 2001.
Have a happy new year!
<<12_31_01 control rod adjustment.doc>>
"
0,"Your mailbox has exceeded one or more size limits set by your administrator.
Your mailbox size is 113237 KB.
Mailbox size limits: 	You will receive a warning when your mailbox reaches 75000 KB.
You cannot send mail when your mailbox reaches 100000 KB.You may not be able to send or receive new mail until you reduce your mailbox size.
To make more space available, delete any items that you are no longer using or move them to your personal folder file (.pst).
Items in all of your mailbox folders including the Deleted Items and Sent Items folders count against your size limit.
You must empty the Deleted Items folder after deleting items or the space will not be freed.
See client Help for more information.
"
0,"Happy New Year, ClearHeads!
Welcome to the ClearStation News for January.
This month we cover recent site news and give you a preview of exciting changes to our Recommend and Help areas.
"
0,"Little David comes home from first grade and tells his father that they learned about the history of Valentine's Day.
""Since Valentine's day is for a Christian saint and we're Jewish,"" he asks, ""will God get mad at me for giving someone a valentine?""
David's father thinks a bit, then says ""No, I don't think God would get mad.
Who do you want to give a valentine to?""
""Osama Bin Laden,"" David says.
""Why Osama Bin Laden,"" his father asks in shock.
""Well,"" David says, ""I thought that if a little American Jewish boy could have enough love to give Osama a valentine, he might start to think that maybe we're not all bad, and maybe start loving people a little bit.
And if other kids saw what I did and sent valentines to Osama, he'd love everyone a lot.
And then he'd start going all over the place to tell everyone how much he loved them and how he didn't hate anyone anymore.""
His father's heart swells and he looks at his boy with newfound pride.
""David, that's the most wonderful thing I've ever heard.""
""I know,"" David says, ""and once that gets him out in the open, the Marines could blow the shit out of him.""
"
